Area,Item,Element,Unit,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
Paraguay,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,30.23,30.77,36.63,45.57,38.38,44.24,47.54,47.14,52.66,49.89,50.9,48.75,51.2,55.78,36.62
Peru,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,8.61,19.08,16.43,17.84,14.36,13.63,14.66,13.33,15.54,17.54,12.78,15.49,18.73,8.73,7.06
Philippines,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,7.54,6.15,8.72,14.03,7.36,18.36,12.38,11.9,14.25,18.8,11.97,15.86,18.48,23.07,35.92
Poland,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,27.2,25.45,32.76,29.05,29.74,27.4,24.17,26.01,27.6,27.0,27.21,28.34,25.13,25.29,25.1
Portugal,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,21.17,13.83,22.26,15.99,17.87,21.01,22.88,25.34,25.01,23.62,22.3,20.5,20.47,21.07,14.47
Puerto Rico,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,8.84,4.9,10.25,9.01,11.02,10.95,9.43,10.09,9.11,7.27,7.9,5.88,4.64,4.76,4.76
Qatar,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,20.525,22.69,26.92,0.0,44.55,28.57,14.29,19.05,27.27,30.27,43.49,53.44,44.46,44.46
Republic of Korea,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,51.17,81.46,80.72,79.89,84.4,83.43,83.7,82.22,85.75,86.76,89.99,91.32,53.35,54.43,56.1
Republic of Moldova,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.8,0.77,1.13,1.39,2.66,3.93,2.31,6.76,8.69,14.47,12.47,14.76,10.13,10.02,6.86
Réunion,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,4.72,4.77,5.18,5.59,6.73,5.75,5.86,6.17,6.73,7.12,6.73,6.59,9.59,9.03,9.18
Romania,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,11.15,10.87,12.83,13.38,12.23,12.39,12.88,14.41,14.02,16.17,20.65,21.47,21.11,26.43,23.08
Russian Federation,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,3.49,3.19,3.54,3.46,3.42,3.55,3.78,3.79,4.13,4.78,4.86,4.87,5.56,6.12,5.91
Rwanda,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,3.0,0.31,22.69,0.02,1.85,2.73,2.9,4.58,3.64,7.81,5.09,10.11,10.84,9.45,8.9
Saint Kitts and Nevis,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,5.85,3.33,3.04,2.75,2.75,0.0,7.46,2.73,2.7,1.89,1.89,1.89,1.89,1.89,1.89
Saint Lucia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.21,8.99,5.54,5.54,24.36,7.5,17.22,14.31,12.43,14.19,14.03,19.2,11.91,12.1,12.1
Saint Vincent and the Grenadines,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,8.84,4.9,10.25,9.01,11.02,10.95,9.43,10.09,9.11,7.27,7.9,5.88,4.64,4.76,4.76
Samoa,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.5,0.43,0.14,0.12,0.04,0.15,0.01,20.35,0.51,0.16,0.46,0.45,0.2,0.38,0.38
Sao Tome and Principe,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.78,0.68,1.14,1.3,1.02,0.95,0.9,0.86,0.89,1.02,0.7,0.97,0.91,0.87,0.87
Saudi Arabia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,19.65,18.61,22.19,23.57,24.98,24.48,25.07,27.94,26.16,25.78,25.8,25.71,22.51,20.87,22.11
Senegal,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.12,1.02,0.74,0.16,2.54,3.17,3.0,4.06,4.35,10.37,3.18,2.09,4.39,1.88,0.91
Serbia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,23.37,31.95,25.77,33.26,42.54,34.08,18.93,19.17,27.51,16.31,7.87,13.76,35.37,13.43,26.06
Seychelles,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,3.0,3.79,2.08,3.42,13.1,7.49,2.03,22.21,7.69,14.21,7.56,22.29,10.19,10.19,13.41
Sierra Leone,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.91,1.29,1.89,26.92,1.93,1.61,1.61,2.18,2.67,3.44,3.13,0.5,0.5,0.5,0.5
Singapore,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,16.55,18.71,18.58,18.84,25.3,25.54,27.01,25.84,25.0,28.7,25.93,22.39,22.54,22.15,22.15
Slovakia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,10.49,9.35,10.68,13.58,14.53,14.84,16.48,15.78,17.8,17.05,18.81,19.09,20.1,22.21,17.83
Slovenia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,35.64,21.89,29.03,26.92,26.41,26.26,26.99,27.83,26.98,26.86,27.12,24.2,25.14,21.86,16.5
Somalia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.24,0.47,0.16,0.26,0.17,0.01
South Africa,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,12.63,12.47,11.94,13.45,13.78,19.43,19.14,19.08,17.04,19.43,22.97,23.59,20.82,25.29,23.31
South Sudan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,20.525,22.69,26.92,22.415,0.0,19.689999999999998,0.0,0.0,0.0,0.03,0.03,0.02,0.0,0.0
Spain,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,15.72,15.35,19.55,21.35,21.47,25.27,23.19,23.96,24.36,25.7,25.4,28.63,29.24,23.6,14.43
Sri Lanka,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,32.04,24.2,23.25,27.26,27.23,19.08,27.2,17.12,12.47,8.39,17.28,16.78,21.57,5.81,5.81
Sudan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,20.525,22.69,26.92,1.78,0.14,1.83,0.36,0.46,0.23,1.27,0.48,1.85,1.27,1.27
Suriname,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,108.85,13.29,15.11,21.9,31.4,31.22,24.74,15.68,15.39,20.56,8.95,8.66,15.95,15.04,16.29
Sweden,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,12.8,3.08,8.54,9.32,9.14,10.44,10.71,11.09,11.69,12.88,12.86,11.56,14.99,20.46,16.26
Switzerland,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,25.57,19.06,26.2,26.8,20.46,24.49,23.27,24.03,23.74,22.53,23.47,20.41,21.86,16.07,19.35
Syrian Arab Republic,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,23.16,15.26,6.15,16.62,5.06,6.55,0.0,0.0,0.0,0.59,0.78,1.04,0.86,0.58,1.46
Tajikistan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.2,1.76,1.16,0.55,0.46,2.66,4.23,1.35,1.64,5.76,3.19,5.97,6.95,3.51,2.36
Thailand,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,16.01,11.16,19.75,19.17,21.19,25.79,24.18,20.52,19.43,19.28,12.49,11.34,12.32,13.08,8.94
Timor-Leste,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.0,0.03,0.01,26.92,0.44,0.11,0.04,0.34,0.18,0.04,0.04,0.06,0.04,0.05,0.02
Togo,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.0,0.54,1.95,0.91,1.92,3.04,1.12,0.41,3.25,0.14,3.64,0.64,0.64,0.33,2.05
Tonga,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,1.1,1.21,2.99,2.05,1.69,1.38,1.25,1.88,1.89,1.47,1.6,2.31,2.48,2.07,0.72
Trinidad and Tobago,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,2.13,4.26,2.13,4.26,6.38,8.51,10.64,10.64,10.64,8.51,10.57,12.46,17.62,18.29,21.5
Tunisia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,7.34,9.72,9.45,9.55,9.96,10.24,10.12,11.88,11.13,9.13,11.17,11.88,9.73,9.6,9.6
Türkiye,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,13.42,26.07,24.83,20.74,22.36,26.15,23.82,24.42,33.42,32.33,22.48,28.89,32.99,26.99,25.29
Turkmenistan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,2.65,2.72,2.73,2.76,2.72,2.9,3.51,18.23,9.75,10.66,19.91,20.48,16.26,12.42,17.18
Tuvalu,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,3.27,3.27,3.4,2.62,2.16,2.12,1.54,2.12,1.89,2.19,2.74,2.32,2.52,0.94,0.94
Uganda,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.64,0.47,0.31,0.29,0.39,0.45,0.37,0.65,0.26,0.44,0.67,0.7,0.44,0.44,0.56
Ukraine,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,5.2,4.0,4.72,5.84,6.63,7.04,7.16,6.63,8.52,10.79,12.16,10.87,12.81,13.35,9.59
United Arab Emirates,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,15.69,42.78,40.74,42.49,49.02,53.15,43.35,50.13,54.84,48.57,39.14,41.19,45.24,40.24,40.24
United Kingdom of Great Britain and Northern Ireland,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,24.87,14.82,21.41,22.01,21.03,21.52,22.41,22.64,22.71,22.27,21.63,21.23,20.22,19.77,12.75
United Republic of Tanzania,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.71,1.13,2.04,2.13,2.91,1.98,1.9,2.29,3.72,3.13,3.79,1.95,2.12,0.88,4.34
United States of America,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,17.3,22.95,23.69,23.99,27.02,26.91,24.37,24.75,24.7,24.99,25.31,24.95,25.78,24.35,23.73
Uruguay,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,45.12,39.62,49.07,58.49,62.65,97.48,66.96,44.55,55.95,57.66,62.81,52.18,53.49,55.05,41.98
Uzbekistan,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,31.77,40.91,40.97,41.04,41.66,44.9,49.43,49.84,51.08,51.11,33.02,31.07,33.73,30.54,12.1
Venezuela (Bolivarian Republic of),Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,24.22,18.57,22.16,27.32,36.99,37.81,36.64,38.09,30.42,27.94,29.0,1.41,6.47,2.63,2.63
Viet Nam,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,76.95,96.88,73.24,68.53,67.99,83.55,85.28,65.68,71.48,75.74,65.25,63.88,64.03,64.03,55.3
Yemen,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,20.525,22.69,26.92,2.46,5.66,0.83,0.39,0.87,0.64,0.22,1.61,2.0,0.94,1.19
Zambia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,2.88,1.74,2.45,7.37,6.64,8.08,10.49,10.51,10.25,9.73,9.59,12.85,15.06,8.86,10.83
Zimbabwe,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,7.12,9.87,11.81,9.18,4.89,9.44,9.32,6.88,11.38,12.55,13.6,14.37,14.61,15.27,15.08
World,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.56,24.71,27.86,28.18,27.83,28.1,28.13,27.65,27.15,28.05,27.76,27.1,29.84,28.34,26.03
Africa,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,3.71,4.11,4.74,4.67,5.33,5.4,5.36,5.7,5.23,5.82,5.54,5.39,5.85,5.62,5.32
Eastern Africa,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,4.62,4.67,5.09,5.48,6.33,5.42,5.56,5.85,6.37,6.77,6.31,5.41,7.36,6.89,6.72
Middle Africa,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.57,0.49,0.81,0.92,0.77,0.76,0.69,0.66,0.8,0.94,0.82,0.99,0.91,0.86,1.24
Northern Africa,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,7.64,9.35,11.06,11.62,12.43,13.7,13.81,14.37,10.17,10.92,10.14,11.03,10.44,10.05,10.09
Southern Africa,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,11.4,11.3,10.88,12.14,12.5,17.64,17.24,17.5,15.45,17.62,20.76,21.28,18.76,22.67,20.95
Western Africa,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,0.89,1.2,1.79,0.99,1.84,1.52,1.5,1.98,2.43,3.07,2.74,2.56,2.99,2.52,1.99
Americas,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.9,22.53,26.36,29.86,30.47,33.02,32.73,30.4,30.01,31.86,34.05,33.11,40.01,37.95,33.7
Northern America,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,17.32,21.39,22.47,23.61,25.74,26.07,24.43,25.02,24.77,25.28,26.05,25.78,26.83,25.17,24.32
Central America,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,7.75,10.52,13.0,13.15,13.54,14.61,17.13,19.0,19.43,18.89,21.5,23.55,17.93,25.51,16.1
Caribbean,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,7.4,4.69,9.15,7.04,21.45,9.03,8.29,8.11,7.17,6.23,11.4,5.85,4.57,4.82,3.48
South America,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,36.99,28.65,36.94,45.12,42.29,49.23,50.28,42.25,41.55,45.93,49.79,47.17,65.4,60.21,51.97
Asia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,36.89,43.94,48.44,47.28,45.82,44.8,45.32,45.31,44.41,45.01,43.06,41.96,44.29,41.94,40.02
Central Asia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,4.49,5.91,5.61,6.01,5.69,6.25,6.99,7.51,7.27,7.86,5.82,5.55,7.19,5.64,3.49
Eastern Asia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,77.43,91.41,102.53,98.87,100.19,100.43,98.02,93.49,89.34,87.78,83.8,80.45,77.89,76.91,73.17
Southern Asia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,30.16,36.08,40.86,40.68,33.55,30.61,33.4,36.84,36.6,37.46,38.23,40.02,46.89,43.07,41.63
South-eastern Asia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,16.67,19.13,19.02,19.34,26.1,26.42,27.85,26.74,26.37,30.14,26.34,19.88,19.47,19.22,18.06
Western Asia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,14.65,20.21,18.0,17.01,17.4,19.84,16.42,16.54,21.77,21.59,17.08,21.53,23.15,18.74,18.55
Europe,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,10.58,9.11,11.02,11.24,11.55,11.99,11.54,11.62,11.75,12.58,12.77,12.94,13.83,12.86,10.22
Eastern Europe,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,7.37,6.62,7.33,7.79,7.55,7.61,7.39,7.51,7.99,8.99,9.66,9.53,10.06,10.67,9.05
Northern Europe,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,18.08,12.69,16.39,16.72,16.41,17.8,18.22,18.44,18.71,20.03,18.94,18.52,19.3,20.06,14.43
Southern Europe,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,19.7,17.74,21.84,23.26,21.22,22.89,21.13,21.56,21.94,21.82,20.96,23.04,26.93,18.66,14.68
Western Europe,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,14.58,11.8,16.92,14.69,20.66,21.62,20.9,20.39,18.25,18.83,18.3,18.43,18.22,15.13,9.76
Oceania,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.57,15.72,21.07,18.5,18.57,17.86,18.88,19.84,20.86,21.16,20.48,20.68,21.81,26.96,24.84
Australia and New Zealand,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,23.86,16.55,22.22,19.34,19.43,18.72,19.74,20.79,21.85,22.17,21.44,21.74,22.87,28.31,25.92
Melanesia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,2.21,1.19,2.23,1.8,1.43,1.02,2.01,2.05,2.88,3.35,3.31,1.86,2.92,2.39,5.55
Micronesia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,22.88,20.525,22.69,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.12,0.05,0.04
Polynesia,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,3.26,3.26,3.38,2.6,2.15,2.11,1.54,2.12,1.89,2.19,2.74,2.22,2.42,0.85,0.38
European Union (27),Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,17.58,14.53,18.54,18.11,19.16,20.35,19.73,20.16,19.77,20.89,21.04,21.8,22.15,19.73,14.39
Least Developed Countries,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,2.11,2.94,3.95,4.64,5.58,4.61,5.3,5.69,5.98,6.25,6.88,7.04,7.52,8.26,8.2
Land Locked Developing Countries,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,3.8,4.45,4.87,5.28,5.08,5.26,5.99,6.61,6.68,6.71,6.09,6.21,7.56,6.54,5.41
Small Island Developing States,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,7.32,4.28,7.34,7.11,16.23,8.23,7.82,7.98,7.84,6.79,10.19,6.2,5.3,5.55,4.07
Low Income Food Deficit Countries,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,19.82,23.72,25.72,26.27,21.99,19.38,20.61,22.45,22.16,22.62,22.29,23.51,27.46,25.16,24.61
Net Food Importing Developing Countries,Nutrient phosphate P2O5 (total),Use per area of cropland,kg/ha,6.29,7.52,8.56,8.77,9.73,10.09,10.54,11.11,11.35,11.8,11.92,11.42,12.09,11.85,10.27
